kingdom	phylum	class_name	order	family	genus	species	subspecies	variety	forma	author	status	status-2	nomac_scientific_name	nomac_rank	nomac_parent	nomac_classification	dyntaxa_id	dyntaxa_scientific_name	dyntaxa_url
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	ovalis				(Hilse in Rabenh.) Cleve	Gyldig	Ingen_bistatus	Diploneis ovalis	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis ovalis			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	papula				(Ant.Schmidt) Cleve	Gyldig	Ingen_bistatus	Diploneis papula	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis papula	237526.0	Diploneis papula	https://www.dyntaxa.se/taxon/info/237526
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	parma				Cleve	Gyldig	Ingen_bistatus	Diploneis parma	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis parma	262535.0	Diploneis parma	https://www.dyntaxa.se/taxon/info/262535
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	peterseni				Hust.	Gyldig	Ingen_bistatus	Diploneis peterseni	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis peterseni	262536.0	Diploneis peterseni	https://www.dyntaxa.se/taxon/info/262536
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	puella				(Schumann) Cleve	Gyldig	Ingen_bistatus	Diploneis puella	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis puella	237527.0	Diploneis puella	https://www.dyntaxa.se/taxon/info/237527
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	smithii				(Bréb. in W.Sm.) Cleve	Gyldig	Ingen_bistatus	Diploneis smithii	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis smithii	237528.0	Diploneis smithii	https://www.dyntaxa.se/taxon/info/237528
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	stroemii				Hust.	Gyldig	Ingen_bistatus	Diploneis stroemii	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis stroemii	237529.0	Diploneis stroemii	https://www.dyntaxa.se/taxon/info/237529
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	vacillans				(Ant.Schmidt) Cleve	Gyldig	Ingen_bistatus	Diploneis vacillans	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis vacillans	237530.0	Diploneis vacillans	https://www.dyntaxa.se/taxon/info/237530
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	litoralis				(Donkin) Cleve	Gyldig	Ingen_bistatus	Diploneis litoralis	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis litoralis			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	splendida				(Gregory) Cleve	Gyldig	Ingen_bistatus	Diploneis splendida	Species	Diploneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis splendida			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	litoralis		arctica		Cleve	Gyldig	Ingen_bistatus	Diploneis litoralis var. arctica	Variety	litoralis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis litoralis var. arctica			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	litoralis		clathrata		(Østrup) Cleve	Gyldig	Ingen_bistatus	Diploneis litoralis var. clathrata	Variety	litoralis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diploneidaceae - Diploneis litoralis var. clathrata			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia					Stickle & D.G.Mann	Gyldig	Ingen_bistatus	Fallacia	Genus	Sellaphoraceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia	1010456.0	Fallacia	https://www.dyntaxa.se/taxon/info/1010456
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora					Mereschk.	Gyldig	Ingen_bistatus	Sellaphora	Genus	Sellaphoraceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora	1010455.0	Sellaphora	https://www.dyntaxa.se/taxon/info/1010455
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	alastos				(M.H.Hohn & Hellerman) Lange-Bert. & Metzeltin	Gyldig	Ingen_bistatus	Sellaphora alastos	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora alastos	262811.0	Sellaphora alastos	https://www.dyntaxa.se/taxon/info/262811
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	americana				(Ehrenb.) D.G.Mann	Gyldig	Ingen_bistatus	Sellaphora americana	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora americana	262810.0	Sellaphora americana	https://www.dyntaxa.se/taxon/info/262810
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	bacillum				(Ehrenb.) D.G.Mann	Gyldig	Ingen_bistatus	Sellaphora bacillum	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora bacillum	237658.0	Sellaphora bacillum	https://www.dyntaxa.se/taxon/info/237658
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	disjuncta				(Hust.) D.G.Mann	Gyldig	Ingen_bistatus	Sellaphora disjuncta	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora disjuncta	262809.0	Sellaphora disjuncta	https://www.dyntaxa.se/taxon/info/262809
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	hustedtii				(Krasske) Lange-Bert. & Werum	Gyldig	Ingen_bistatus	Sellaphora hustedtii	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora hustedtii	237565.0	Sellaphora hustedtii	https://www.dyntaxa.se/taxon/info/237565
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	joubaudii				(H.Germ.) Aboal	Gyldig	Ingen_bistatus	Sellaphora joubaudii	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora joubaudii	262808.0	Sellaphora joubaudii	https://www.dyntaxa.se/taxon/info/262808
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	laevissima				(Kütz.) D.G.Mann	Gyldig	Ingen_bistatus	Sellaphora laevissima	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora laevissima	237659.0	Sellaphora laevissima	https://www.dyntaxa.se/taxon/info/237659
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	mutatoides				Lange-Bert. et Metzeltin	Gyldig	Ingen_bistatus	Sellaphora mutatoides	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora mutatoides	262807.0	Sellaphora mutatoides	https://www.dyntaxa.se/taxon/info/262807
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	nana				(Hust.) Lange-Bert., Cavacini, Tagliaventi & Alfinito	Gyldig	Ingen_bistatus	Sellaphora nana	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora nana	262806.0	Sellaphora nana	https://www.dyntaxa.se/taxon/info/262806
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	parapupula				Lange-Bert.	Gyldig	Ingen_bistatus	Sellaphora parapupula	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora parapupula	262805.0	Sellaphora parapupula	https://www.dyntaxa.se/taxon/info/262805
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	pupula				(Kütz.) Mereschk.	Gyldig	Ingen_bistatus	Sellaphora pupula	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora pupula	237660.0	Sellaphora pupula	https://www.dyntaxa.se/taxon/info/237660
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	rectangularis				(W.Greg.) Lange-Bert. & Metzeltin	Gyldig	Ingen_bistatus	Sellaphora rectangularis	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora rectangularis	263750.0	Sellaphora rectangularis	https://www.dyntaxa.se/taxon/info/263750
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	stroemii				(Hust.) H.Kobayasi	Gyldig	Ingen_bistatus	Sellaphora stroemii	Species	Sellaphora	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Sellaphora stroemii	262803.0	Sellaphora stroemii	https://www.dyntaxa.se/taxon/info/262803
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	cryptolyra				(C.Brockmann) Stickle & D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Fallacia cryptolyra	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia cryptolyra	237662.0	Fallacia cryptolyra	https://www.dyntaxa.se/taxon/info/237662
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	helenesis				(Schulz) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Fallacia helenesis	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia helenesis	262662.0	Fallacia helenesis	https://www.dyntaxa.se/taxon/info/262662
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	insociabilis				(Krasske) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Fallacia insociabilis	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia insociabilis	262663.0	Fallacia insociabilis	https://www.dyntaxa.se/taxon/info/262663
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	lenzii				(Hust.) Lange-Bert.	Gyldig	Ingen_bistatus	Fallacia lenzii	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia lenzii	262664.0	Fallacia lenzii	https://www.dyntaxa.se/taxon/info/262664
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	monoculata				(Hust.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Fallacia monoculata	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia monoculata	262665.0	Fallacia monoculata	https://www.dyntaxa.se/taxon/info/262665
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	pygmaea				(Kütz.) A.J.Stickle & D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Fallacia pygmaea	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia pygmaea	237663.0	Fallacia pygmaea	https://www.dyntaxa.se/taxon/info/237663
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	subhamulata				(Grunow) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Fallacia subhamulata	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia subhamulata	237664.0	Fallacia subhamulata	https://www.dyntaxa.se/taxon/info/237664
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	tenera				(Hust.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Fallacia tenera	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia tenera	262666.0	Fallacia tenera	https://www.dyntaxa.se/taxon/info/262666
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	forcipata				(Greville) Stickle & Mann	Gyldig	Ingen_bistatus	Fallacia forcipata	Species	Fallacia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia forcipata	6006483.0	Fallacia forcipata	https://www.dyntaxa.se/taxon/info/6006483
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	forcipata		densestriata		(Schmidt) Stickle et Mann	Gyldig	Ingen_bistatus	Fallacia forcipata var. densestriata	Variety	forcipata	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia forcipata var. densestriata			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia	forcipata		forcipata		(Greville) Stickle et Mann	Gyldig	Ingen_bistatus	Fallacia forcipata var. forcipata	Variety	forcipata	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Sellaphoraceae - Fallacia forcipata var. forcipata			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium					Pfitzer	Gyldig	Ingen_bistatus	Neidium	Genus	Neidiaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium	1010448.0	Neidium	https://www.dyntaxa.se/taxon/info/1010448
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	affine				(Ehrenb.) Pfitzer	Gyldig	Ingen_bistatus	Neidium affine	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium affine	262945.0	Neidium affine	https://www.dyntaxa.se/taxon/info/262945
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	alpinum				Hust.	Gyldig	Ingen_bistatus	Neidium alpinum	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium alpinum	262947.0	Neidium alpinum	https://www.dyntaxa.se/taxon/info/262947
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	ampliatum				(Ehrenb.) Krammer	Gyldig	Ingen_bistatus	Neidium ampliatum	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium ampliatum	262948.0	Neidium ampliatum	https://www.dyntaxa.se/taxon/info/262948
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	bergii				(Cleve-Euler) Krammer	Gyldig	Ingen_bistatus	Neidium bergii	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium bergii	262949.0	Neidium bergii	https://www.dyntaxa.se/taxon/info/262949
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	binodeforme				Krammer	Gyldig	Ingen_bistatus	Neidium binodeforme	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium binodeforme	262950.0	Neidium binodeforme	https://www.dyntaxa.se/taxon/info/262950
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	binodis				(Ehrenb.) Hust.	Gyldig	Ingen_bistatus	Neidium binodis	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium binodis	237609.0	Neidium binodis	https://www.dyntaxa.se/taxon/info/237609
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	bisulcatum				(Lagerst.) Cleve	Gyldig	Ingen_bistatus	Neidium bisulcatum	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium bisulcatum	262951.0	Neidium bisulcatum	https://www.dyntaxa.se/taxon/info/262951
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	densestriatum				(Østrup) Krammer	Gyldig	Ingen_bistatus	Neidium densestriatum	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium densestriatum	262952.0	Neidium densestriatum	https://www.dyntaxa.se/taxon/info/262952
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	dubium				(Ehrenb.) Cleve	Gyldig	Ingen_bistatus	Neidium dubium	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium dubium	237610.0	Neidium dubium	https://www.dyntaxa.se/taxon/info/237610
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	hercynium				A.Mayer	Gyldig	Ingen_bistatus	Neidium hercynium	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium hercynium			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	iridis				(Ehrenb.) Cleve	Gyldig	Ingen_bistatus	Neidium iridis	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium iridis	237611.0	Neidium iridis	https://www.dyntaxa.se/taxon/info/237611
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	perforatum				Schimanski	Gyldig	Ingen_bistatus	Neidium perforatum	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium perforatum	262954.0	Neidium perforatum	https://www.dyntaxa.se/taxon/info/262954
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	productum				(W.Sm.) Cleve	Gyldig	Ingen_bistatus	Neidium productum	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium productum	237612.0	Neidium productum	https://www.dyntaxa.se/taxon/info/237612
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	septentrionale				Cleve-Euler	Gyldig	Ingen_bistatus	Neidium septentrionale	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium septentrionale	262955.0	Neidium septentrionale	https://www.dyntaxa.se/taxon/info/262955
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	hercynicum				Ant.Mayer	Gyldig	Ingen_bistatus	Neidium hercynicum	Species	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium hercynicum	262953.0	Neidium hercynicum	https://www.dyntaxa.se/taxon/info/262953
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	affine		affine		(Ehrenb.) Pfitzer	Gyldig	Ingen_bistatus	Neidium affine var. affine	Variety	affine	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium affine var. affine	237608.0	Neidium affine var. affine	https://www.dyntaxa.se/taxon/info/237608
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	affine		longiceps		(W.Greg.) Cleve	Gyldig	Ingen_bistatus	Neidium affine var. longiceps	Variety	affine	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium affine var. longiceps			
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Diadesmis					Kütz.	Gyldig	Ingen_bistatus	Diadesmis	Genus	Diadesmidaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Diadesmis	1016153.0	Diadesmis	https://www.dyntaxa.se/taxon/info/1016153
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola					D.G.Mann	Gyldig	Ingen_bistatus	Luticola	Genus	Diadesmidaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola	1010442.0	Luticola	https://www.dyntaxa.se/taxon/info/1010442
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola	acidoclinata				Lange-Bert.	Gyldig	Ingen_bistatus	Luticola acidoclinata	Species	Luticola	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola acidoclinata	262827.0	Luticola acidoclinata	https://www.dyntaxa.se/taxon/info/262827
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola	dismutica				(Hust.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Luticola dismutica	Species	Luticola	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola dismutica	262828.0	Luticola dismutica	https://www.dyntaxa.se/taxon/info/262828
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola	goeppertiana				(Bleisch) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Luticola goeppertiana	Species	Luticola	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola goeppertiana	262829.0	Luticola goeppertiana	https://www.dyntaxa.se/taxon/info/262829
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola	mutica				(Kütz.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Luticola mutica	Species	Luticola	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola mutica	237513.0	Luticola mutica	https://www.dyntaxa.se/taxon/info/237513
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola	nivalis				(Ehrenb.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Luticola nivalis	Species	Luticola	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola nivalis	237514.0	Luticola nivalis	https://www.dyntaxa.se/taxon/info/237514
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola	paramutica				(Bock) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Luticola paramutica	Species	Luticola	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola paramutica	262830.0	Luticola paramutica	https://www.dyntaxa.se/taxon/info/262830
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Luticola	ventricosa				(Kütz.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Luticola ventricosa	Species	Luticola	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Luticola ventricosa	262831.0	Luticola ventricosa	https://www.dyntaxa.se/taxon/info/262831
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Diadesmis	brekkensis				(Krasske) D.G.Mann	Gyldig	Ingen_bistatus	Diadesmis brekkensis	Species	Diadesmis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Diadesmis brekkensis	262524.0	Diadesmis brekkensis	https://www.dyntaxa.se/taxon/info/262524
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Diadesmis	contenta				(Grunow) D.G.Mann	Gyldig	Ingen_bistatus	Diadesmis contenta	Species	Diadesmis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Diadesmis contenta	262525.0	Diadesmis contenta	https://www.dyntaxa.se/taxon/info/262525
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Diadesmis	perpusilla				(Grunow) D.G.Mann	Gyldig	Ingen_bistatus	Diadesmis perpusilla	Species	Diadesmis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Diadesmis perpusilla	262526.0	Diadesmis perpusilla	https://www.dyntaxa.se/taxon/info/262526
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Diadesmis	contenta		biceps		(Grunow) Hamilton	Gyldig	Ingen_bistatus	Diadesmis contenta var. biceps	Variety	contenta	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Diadesmis contenta var. biceps	262528.0	Diadesmis contenta var. biceps	https://www.dyntaxa.se/taxon/info/262528
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diadesmidaceae	Diadesmis	contenta		contenta		Mann	Gyldig	Ingen_bistatus	Diadesmis contenta var. contenta	Variety	contenta	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Diadesmidaceae - Diadesmis contenta var. contenta	262527.0	Diadesmis contenta var. contenta	https://www.dyntaxa.se/taxon/info/262527
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis					Ehrenb.	Gyldig	Ingen_bistatus	Stauroneis	Genus	Stauroneidaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Stauroneidaceae - Stauroneis	1010457.0	Stauroneis	https://www.dyntaxa.se/taxon/info/1010457
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Craticula					Grunow	Gyldig	Ingen_bistatus	Craticula	Genus	Stauroneidaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Stauroneidaceae - Craticula	1010458.0	Craticula	https://www.dyntaxa.se/taxon/info/1010458
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Craticula	accomoda				(Hust.) D.G.Mann	Gyldig	Ingen_bistatus	Craticula accomoda	Species	Craticula	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Stauroneidaceae - Craticula accomoda	262465.0	Craticula accomoda	https://www.dyntaxa.se/taxon/info/262465
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Craticula	ambigua				(Ehrenb.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Craticula ambigua	Species	Craticula	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Stauroneidaceae - Craticula ambigua	237673.0	Craticula ambigua	https://www.dyntaxa.se/taxon/info/237673
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Craticula	buderi				(Hust.) Lange-Bert.	Gyldig	Ingen_bistatus	Craticula buderi	Species	Craticula	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Stauroneidaceae - Craticula buderi	262466.0	Craticula buderi	https://www.dyntaxa.se/taxon/info/262466
Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Craticula	cuspidata				(Kütz.) D.G.Mann in Round & al.	Gyldig	Ingen_bistatus	Craticula cuspidata	Species	Craticula	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Stauroneidaceae - Craticula cuspidata	237674.0	Craticula cuspidata	https://www.dyntaxa.se/taxon/info/237674
