scientific_name	rank	author	parent	classification	source	dyntaxa_id	dyntaxa_scientific_name	dyntaxa_url
Gloeocapsa granosa	Species	(Berkeley) Kützing	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa granosa	Artsnavnebase 20170303	263422	Gloeocapsa granosa	https://www.dyntaxa.se/taxon/info/263422
Gloeocapsa kuetzingiana	Species	Nägeli	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa kuetzingiana	Artsnavnebase 20170303	263423	Gloeocapsa kuetzingiana	https://www.dyntaxa.se/taxon/info/263423
Gloeocapsa kützingiana	Species	Nägeli	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa kützingiana	Artsnavnebase 20170303			
Gloeocapsa novacekii	Species	Komárek & Anagn.	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa novacekii	Artsnavnebase 20170303	263424	Gloeocapsa novacekii	https://www.dyntaxa.se/taxon/info/263424
Gloeocapsa opaca	Species	Nägeli	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa opaca	Artsnavnebase 20170303	263425	Gloeocapsa opaca	https://www.dyntaxa.se/taxon/info/263425
Gloeocapsa rupestris	Species	Kütz.	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa rupestris	Artsnavnebase 20170303	263426	Gloeocapsa rupestris	https://www.dyntaxa.se/taxon/info/263426
Gloeocapsa rupicola	Species	Kütz.	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa rupicola	Artsnavnebase 20170303	263427	Gloeocapsa rupicola	https://www.dyntaxa.se/taxon/info/263427
Gloeocapsa sanguinea	Species	(C.Agardh) Kütz.	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa sanguinea	Artsnavnebase 20170303	263428	Gloeocapsa sanguinea	https://www.dyntaxa.se/taxon/info/263428
Gloeocapsa tornensis	Species	Skuja	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa tornensis	Artsnavnebase 20170303	263429	Gloeocapsa tornensis	https://www.dyntaxa.se/taxon/info/263429
Microcystis	Genus	Kütz. ex Lemmerm.	Microcystaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis	Artsnavnebase 20170303	1010253	Microcystis	https://www.dyntaxa.se/taxon/info/1010253
Microcystis aeruginosa	Species	(Kützing) Kützing	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis aeruginosa	Artsnavnebase 20170303	236821	Microcystis aeruginosa	https://www.dyntaxa.se/taxon/info/236821
Microcystis botrys	Species	Teiling	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis botrys	Artsnavnebase 20170303	257616	Microcystis botrys	https://www.dyntaxa.se/taxon/info/257616
Microcystis firma	Species	(Kütz.) Schmidle	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis firma	Artsnavnebase 20170303	236822	Microcystis firma	https://www.dyntaxa.se/taxon/info/236822
Microcystis flos-aquae	Species	(Wittr.) Kirchn.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis flos-aquae	Artsnavnebase 20170303	236823	Microcystis flos-aquae	https://www.dyntaxa.se/taxon/info/236823
Microcystis ichthyoblabe	Species	Kütz.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis ichthyoblabe	Artsnavnebase 20170303	263430	Microcystis ichthyoblabe	https://www.dyntaxa.se/taxon/info/263430
Microcystis minuta	Species	Kylin	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis minuta	Artsnavnebase 20170303			
Microcystis natans	Species	Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis natans	Artsnavnebase 20170303	257618	Microcystis natans	https://www.dyntaxa.se/taxon/info/257618
Microcystis novacekii	Species	(Komárek) Compère	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis novacekii	Artsnavnebase 20170303	236825	Microcystis novacekii	https://www.dyntaxa.se/taxon/info/236825
Microcystis scripta	Species	(P.G.Richt.) Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis scripta	Artsnavnebase 20170303	236827	Microcystis scripta	https://www.dyntaxa.se/taxon/info/236827
Microcystis smithii	Species	Komárek & Anagn.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis smithii	Artsnavnebase 20170303	236828	Microcystis smithii	https://www.dyntaxa.se/taxon/info/236828
Microcystis stagnalis	Species	Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis stagnalis	Artsnavnebase 20170303	236829	Microcystis stagnalis	https://www.dyntaxa.se/taxon/info/236829
Microcystis viridis	Species	(A.Braun) Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis viridis	Artsnavnebase 20170303	236831	Microcystis viridis	https://www.dyntaxa.se/taxon/info/236831
Microcystis wesenbergii	Species	(Komárek) Komárek	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis wesenbergii	Artsnavnebase 20170303	236830	Microcystis wesenbergii	https://www.dyntaxa.se/taxon/info/236830
Radiocystis	Genus	Skuja	Microcystaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Radiocystis	Artsnavnebase 20170303	1010254	Radiocystis	https://www.dyntaxa.se/taxon/info/1010254
Radiocystis geminata	Species	Skuja	Radiocystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Radiocystis geminata	Artsnavnebase 20170303	236832	Radiocystis geminata	https://www.dyntaxa.se/taxon/info/236832
Xenococcaceae	Family	Erceg.	Chroococcales	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae	Artsnavnebase 20170303	2003558	Xenococcaceae	https://www.dyntaxa.se/taxon/info/2003558
Chroococcopsis	Genus	Geitler	Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Chroococcopsis	Artsnavnebase 20170303	1016256	Chroococcopsis	https://www.dyntaxa.se/taxon/info/1016256
Chroococcopsis fluviatilis	Species	(Lagerh.) Komárek & Anagn.	Chroococcopsis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Chroococcopsis fluviatilis	Artsnavnebase 20170303	263436	Chroococcopsis fluviatilis	https://www.dyntaxa.se/taxon/info/263436
Xenococcus	Genus	Thur. in Bornet & Thur.	Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenococcus	Artsnavnebase 20170303	1016257	Xenococcus	https://www.dyntaxa.se/taxon/info/1016257
Xenococcus minimus	Species	Geitler	Xenococcus	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenococcus minimus	Artsnavnebase 20170303	263437	Xenococcus minimus	https://www.dyntaxa.se/taxon/info/263437
Xenococcus schousboei	Species	Thuret	Xenococcus	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenococcus schousboei	Artsnavnebase 20170303	263438	Xenococcus schousboei	https://www.dyntaxa.se/taxon/info/263438
Xenotholos	Genus	Gold-Morgan, Montejano & Komárek	Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenotholos	Artsnavnebase 20170303	1016258	Xenotholos	https://www.dyntaxa.se/taxon/info/1016258
Xenotholos kerneri	Species	(Hansgirg) M. Gold-Morgan, G. Montejano & J. Komárek	Xenotholos	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenotholos kerneri	Artsnavnebase 20170303	263439	Xenotholos kerneri	https://www.dyntaxa.se/taxon/info/263439
Xenotholos starmachi	Species	(Geitler) Gold-Morgan, Montejano & Komárek	Xenotholos	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenotholos starmachi	Artsnavnebase 20170303	263440	Xenotholos starmachi	https://www.dyntaxa.se/taxon/info/263440
Xentholos	Genus		Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xentholos	Artsnavnebase 20170303			
Xentholos kerneri	Species	(Hansgirg) M. Gold-Morgan, G. Montejano & J. Komárek	Xentholos	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xentholos kerneri	Artsnavnebase 20170303			
Nostocales	Order		Cyanophyceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales	Artsnavnebase 20170303	3000511	Nostocales	https://www.dyntaxa.se/taxon/info/3000511
Fischerellaceae	Family		Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae	Artsnavnebase 20170303	2003564	Fischerellaceae	https://www.dyntaxa.se/taxon/info/2003564
Fischerella	Genus	(Bornet & Flahault) Gomont	Fischerellaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerella	Artsnavnebase 20170303	1016305	Fischerella	https://www.dyntaxa.se/taxon/info/1016305
Fischerella ambigua	Species	(Kütz. ex Bornet & Flahault) Gomont	Fischerella	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerella ambigua	Artsnavnebase 20170303	263707	Fischerella ambigua	https://www.dyntaxa.se/taxon/info/263707
Fischerellopsis	Genus		Fischerellaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerellopsis	Artsnavnebase 20170303			
Fischerellopsis moniliformis	Species	(Fremy) F.E.Fritsch	Fischerellopsis	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerellopsis moniliformis	Artsnavnebase 20170303			
Hapalosiphonaceae	Family	Elenkin	Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae	Artsnavnebase 20170303	2003100	Hapalosiphonaceae	https://www.dyntaxa.se/taxon/info/2003100
Hapalosiphon	Genus	Nägeli ex Bornet et Flahault	Hapalosiphonaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon	Artsnavnebase 20170303	1010161	Hapalosiphon	https://www.dyntaxa.se/taxon/info/1010161
Hapalosiphon flexuosus	Species	Borzí	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon flexuosus	Artsnavnebase 20170303	263708	Hapalosiphon flexuosus	https://www.dyntaxa.se/taxon/info/263708
Hapalosiphon fontinalis	Species	(C. Agardh) Bornet	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon fontinalis	Artsnavnebase 20170303	263709	Hapalosiphon fontinalis	https://www.dyntaxa.se/taxon/info/263709
Hapalosiphon hibernicus	Species	W. West & G.S. West	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon hibernicus	Artsnavnebase 20170303	263712	Hapalosiphon hibernicus	https://www.dyntaxa.se/taxon/info/263712
Hapalosiphon intricatus	Species	W. West & G.S. West	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon intricatus	Artsnavnebase 20170303	263713	Hapalosiphon intricatus	https://www.dyntaxa.se/taxon/info/263713
Microchaetaceae	Family	Lemmerm.	Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae	Artsnavnebase 20170303	2003099	Microchaetaceae	https://www.dyntaxa.se/taxon/info/2003099
Coleodesmium	Genus		Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Coleodesmium	Artsnavnebase 20170303	6003407	Coleodesmium	https://www.dyntaxa.se/taxon/info/6003407
Coleodesmium sagarmathae	Species	Komàrek & Watanabe	Coleodesmium	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Coleodesmium sagarmathae	Artsnavnebase 20170303			
Fortiea	Genus	De Toni	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea	Artsnavnebase 20170303	1016298	Fortiea	https://www.dyntaxa.se/taxon/info/1016298
Fortiea rugulosa	Species	Skuja	Fortiea	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea rugulosa	Artsnavnebase 20170303	263683	Fortiea rugulosa	https://www.dyntaxa.se/taxon/info/263683
Fortiea striatula	Species	(Hy) De Toni	Fortiea	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea striatula	Artsnavnebase 20170303	263684	Fortiea striatula	https://www.dyntaxa.se/taxon/info/263684
Fortiea tenuissima	Species	(W.West & G.S.West) De Toni	Fortiea	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea tenuissima	Artsnavnebase 20170303	263685	Fortiea tenuissima	https://www.dyntaxa.se/taxon/info/263685
Hassallia	Genus	Berk. ex Bornet & Flahault	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia	Artsnavnebase 20170303	1016300	Hassallia	https://www.dyntaxa.se/taxon/info/1016300
Hassallia bouteillei	Species	Bornet & Flahault	Hassallia	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia bouteillei	Artsnavnebase 20170303	263693	Hassallia bouteillei	https://www.dyntaxa.se/taxon/info/263693
Hassallia byssoidea	Species	Hassall ex Bornet & Flahault	Hassallia	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia byssoidea	Artsnavnebase 20170303	263694	Hassallia byssoidea	https://www.dyntaxa.se/taxon/info/263694
Hassallia pulvinata	Species	Frémy	Hassallia	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia pulvinata	Artsnavnebase 20170303	263695	Hassallia pulvinata	https://www.dyntaxa.se/taxon/info/263695
Microchaete	Genus	Thur. ex Bornet & Flahault	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Microchaete	Artsnavnebase 20170303	1016299	Microchaete	https://www.dyntaxa.se/taxon/info/1016299
Microchaete grisea	Species	Thuret	Microchaete	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Microchaete grisea	Artsnavnebase 20170303	263686	Microchaete grisea	https://www.dyntaxa.se/taxon/info/263686
Microchaete tenera	Species	Thur. ex Bornet & Flahault	Microchaete	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Microchaete tenera	Artsnavnebase 20170303	263687	Microchaete tenera	https://www.dyntaxa.se/taxon/info/263687
Tolypothrix	Genus	Kütz. ex Bornet & Flahault	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix	Artsnavnebase 20170303	1009942	Tolypothrix	https://www.dyntaxa.se/taxon/info/1009942
Tolypothrix distorta	Species	Kütz. ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix distorta	Artsnavnebase 20170303	259642	Tolypothrix distorta	https://www.dyntaxa.se/taxon/info/259642
Tolypothrix distrota	Species	Kützing ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix distrota	Artsnavnebase 20170303			
Tolypothrix lanata	Species	(Desvaux) Wartmann ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix lanata	Artsnavnebase 20170303	259643	Tolypothrix lanata	https://www.dyntaxa.se/taxon/info/259643
Tolypothrix limbata	Species	Thur. ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix limbata	Artsnavnebase 20170303	263688	Tolypothrix limbata	https://www.dyntaxa.se/taxon/info/263688
Tolypothrix penicillata	Species	(C.Agardh) Thuret ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix penicillata	Artsnavnebase 20170303	263689	Tolypothrix penicillata	https://www.dyntaxa.se/taxon/info/263689
Tolypothrix polymorpha	Species	Lemmermann	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix polymorpha	Artsnavnebase 20170303			
Tolypothrix rivularis	Species	Hansg.	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix rivularis	Artsnavnebase 20170303	263690	Tolypothrix rivularis	https://www.dyntaxa.se/taxon/info/263690
Tolypothrix saviczii	Species	Kossinskaja	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix saviczii	Artsnavnebase 20170303	263691	Tolypothrix saviczii	https://www.dyntaxa.se/taxon/info/263691
Tolypothrix tenuis	Species	Kützing	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix tenuis	Artsnavnebase 20170303	263692	Tolypothrix tenuis	https://www.dyntaxa.se/taxon/info/263692
Nostocaceae	Family	Eichler	Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae	Artsnavnebase 20170303	2003010	Nostocaceae	https://www.dyntaxa.se/taxon/info/2003010
Anabaena	Genus	Bory ex Bornet & Flahault	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena	Artsnavnebase 20170303	1010272	Anabaena	https://www.dyntaxa.se/taxon/info/1010272
Anabaena aequalis	Species	Borge	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena aequalis	Artsnavnebase 20170303	236901	Anabaena aequalis	https://www.dyntaxa.se/taxon/info/236901
Anabaena affine	Species	(Lemmerm.) Wacklin, L.Hoffm. & Komárek	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena affine	Artsnavnebase 20170303			
Anabaena augstumalis	Species	Schmidle	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena augstumalis	Artsnavnebase 20170303	257650	Anabaena augstumalis	https://www.dyntaxa.se/taxon/info/257650
Anabaena baltica	Species	E.J.Schmidt	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena baltica	Artsnavnebase 20170303	236903	Anabaena baltica	https://www.dyntaxa.se/taxon/info/236903
Anabaena circinalis	Species	Rabenhorst	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena circinalis	Artsnavnebase 20170303			
Anabaena cylindrica	Species	Lemmermann	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena cylindrica	Artsnavnebase 20170303	236906	Anabaena cylindrica	https://www.dyntaxa.se/taxon/info/236906
Anabaena delicatula	Species	Lemmermann	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena delicatula	Artsnavnebase 20170303	263153	Anabaena delicatula	https://www.dyntaxa.se/taxon/info/263153
Anabaena echinospora	Species	Skuja	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena echinospora	Artsnavnebase 20170303	236907	Anabaena echinospora	https://www.dyntaxa.se/taxon/info/236907
Anabaena elliptica	Species	Lemmerm.	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena elliptica	Artsnavnebase 20170303	263624	Anabaena elliptica	https://www.dyntaxa.se/taxon/info/263624
Anabaena flos-aquae	Species	(Lyngbye) Brébisson ex Bornet & Flauhault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena flos-aquae	Artsnavnebase 20170303			
Anabaena inaequalis	Species	(Kützing) Bornet & Flahault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena inaequalis	Artsnavnebase 20170303	236910	Anabaena inaequalis	https://www.dyntaxa.se/taxon/info/236910
Anabaena lapponica	Species	Borge	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena lapponica	Artsnavnebase 20170303	263628	Anabaena lapponica	https://www.dyntaxa.se/taxon/info/263628
Anabaena laxa	Species	A.Braun ex Bornet & Flahault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena laxa	Artsnavnebase 20170303	263629	Anabaena laxa	https://www.dyntaxa.se/taxon/info/263629
Anabaena lemmermannii	Species	P. Richter	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena lemmermannii	Artsnavnebase 20170303			
Anabaena levanderi	Species	Lemmerm.	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena levanderi	Artsnavnebase 20170303	263630	Anabaena levanderi	https://www.dyntaxa.se/taxon/info/263630
Anabaena lohammarii	Species	Skuja	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena lohammarii	Artsnavnebase 20170303	263631	Anabaena lohammarii	https://www.dyntaxa.se/taxon/info/263631
Anabaena miniata	Species	Skuja	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena miniata	Artsnavnebase 20170303	263632	Anabaena miniata	https://www.dyntaxa.se/taxon/info/263632
