scientific_name	rank	author	parent	classification	source	dyntaxa_id	dyntaxa_scientific_name	dyntaxa_url
Umbellosphaera irregularis	Species	Paasche	Umbellosphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Incertae sedis - Umbellosphaera irregularis	Artsnavnebase 20170303	263353	Umbellosphaera irregularis	https://www.dyntaxa.se/taxon/info/263353
Umbellosphaera tenuis	Species	(Kamptner) Paasche	Umbellosphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Incertae sedis - Umbellosphaera tenuis	Artsnavnebase 20170303	263354	Umbellosphaera tenuis	https://www.dyntaxa.se/taxon/info/263354
Papposphaeraceae	Family	R.W.Jordan & J.R.Young	Incertae sedis	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae	Artsnavnebase 20170303	2003115	Papposphaeraceae	https://www.dyntaxa.se/taxon/info/2003115
Pappomonas	Genus	Manton & Oates	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas	Artsnavnebase 20170303	1010282	Pappomonas	https://www.dyntaxa.se/taxon/info/1010282
Pappomonas flabellifera	Species		Pappomonas	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas flabellifera	Artsnavnebase 20170303	236943	Pappomonas flabellifera	https://www.dyntaxa.se/taxon/info/236943
Pappomonas flabellifera var. borealis	Variety	Manton et al.	flabellifera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas flabellifera var. borealis	Artsnavnebase 20170303	263286	Pappomonas flabellifera var. borealis	https://www.dyntaxa.se/taxon/info/263286
Pappomonas flabellifera var. flabellifera	Variety	Manton & Oates	flabellifera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas flabellifera var. flabellifera	Artsnavnebase 20170303	263285	Pappomonas flabellifera var. flabellifera	https://www.dyntaxa.se/taxon/info/263285
Pappomonas virgulosa	Species	Manton & Sutherland	Pappomonas	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas virgulosa	Artsnavnebase 20170303	236944	Pappomonas virgulosa	https://www.dyntaxa.se/taxon/info/236944
Papposphaera	Genus	K. Tangen	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera	Artsnavnebase 20170303	1010281	Papposphaera	https://www.dyntaxa.se/taxon/info/1010281
Papposphaera arctica	Species	(Manton et al.) Thomsen et al.	Papposphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera arctica	Artsnavnebase 20170303	236940	Papposphaera arctica	https://www.dyntaxa.se/taxon/info/236940
Papposphaera borealis	Species	(Manton et al.) Thomsen et al.	Papposphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera borealis	Artsnavnebase 20170303	236941	Papposphaera borealis	https://www.dyntaxa.se/taxon/info/236941
Papposphaera lepida	Species	Tangen	Papposphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera lepida	Artsnavnebase 20170303	236942	Papposphaera lepida	https://www.dyntaxa.se/taxon/info/236942
Trigonaspis	Genus	H.A. Thomsen	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Trigonaspis	Artsnavnebase 20170303	1014214	Trigonaspis	https://www.dyntaxa.se/taxon/info/1014214
Trigonaspis	Genus	H.A. Thomsen	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Trigonaspis	Artsnavnebase 20170303	1010283	Trigonaspis	https://www.dyntaxa.se/taxon/info/1010283
Trigonaspis diskoensis	Species	Thomsen	Trigonaspis	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Trigonaspis diskoensis	Artsnavnebase 20170303	236945	Trigonaspis diskoensis	https://www.dyntaxa.se/taxon/info/236945
Trigonaspis minutissima	Species	Thomsen	Trigonaspis	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Trigonaspis minutissima	Artsnavnebase 20170303	236946	Trigonaspis minutissima	https://www.dyntaxa.se/taxon/info/236946
Wigwamma	Genus	I. Manton, J. Sutherland & K. Oates	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Wigwamma	Artsnavnebase 20170303	1010284	Wigwamma	https://www.dyntaxa.se/taxon/info/1010284
Wigwamma arctica	Species	Manton et al.	Wigwamma	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Wigwamma arctica	Artsnavnebase 20170303	236947	Wigwamma arctica	https://www.dyntaxa.se/taxon/info/236947
Wigwamma scenozonion	Species	Thomsen	Wigwamma	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Wigwamma scenozonion	Artsnavnebase 20170303	236948	Wigwamma scenozonion	https://www.dyntaxa.se/taxon/info/236948
Isochrysidales	Order	Pascher emend. Edvardsen & Eikrem	Coccolithophyceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales	Artsnavnebase 20170303	3000558	Isochrysidales	https://www.dyntaxa.se/taxon/info/3000558
Isochrysidaceae	Family	Bourrelly emend. Edvardsen & Eikrem	Isochrysidales	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae	Artsnavnebase 20170303	2003122	Isochrysidaceae	https://www.dyntaxa.se/taxon/info/2003122
Dicrateria	Genus	Parke	Isochrysidaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Dicrateria	Artsnavnebase 20170303	1010303	Dicrateria	https://www.dyntaxa.se/taxon/info/1010303
Dicrateria gilva	Species	Parke	Dicrateria	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Dicrateria gilva	Artsnavnebase 20170303	237012	Dicrateria gilva	https://www.dyntaxa.se/taxon/info/237012
Dicrateria inornata	Species	Parke emend. Green & Pienaar	Dicrateria	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Dicrateria inornata	Artsnavnebase 20170303	237013	Dicrateria inornata	https://www.dyntaxa.se/taxon/info/237013
Isochrysis	Genus	Parke	Isochrysidaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Isochrysis	Artsnavnebase 20170303	1010302	Isochrysis	https://www.dyntaxa.se/taxon/info/1010302
Isochrysis galbana	Species	Parke emend. Green & Pienaar	Isochrysis	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Isochrysis galbana	Artsnavnebase 20170303	237011	Isochrysis galbana	https://www.dyntaxa.se/taxon/info/237011
Isochrysis litoralis	Species	Billard & Gayral	Isochrysis	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Isochrysis litoralis	Artsnavnebase 20170303	263267	Isochrysis litoralis	https://www.dyntaxa.se/taxon/info/263267
Noëlaerhabdaceae	Family	Jerkovic	Isochrysidales	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae	Artsnavnebase 20170303	2003123	Noëlaerhabdaceae	https://www.dyntaxa.se/taxon/info/2003123
Emiliania	Genus	W.W. Hay & Mohler	Noëlaerhabdaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Emiliania	Artsnavnebase 20170303	1010304	Emiliania	https://www.dyntaxa.se/taxon/info/1010304
Emiliania huxleyi	Species	(Lohmann) Hay & Mohler	Emiliania	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Emiliania huxleyi	Artsnavnebase 20170303	237014	Emiliania huxleyi	https://www.dyntaxa.se/taxon/info/237014
Gephyrocapsa	Genus	Kamptner	Noëlaerhabdaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Gephyrocapsa	Artsnavnebase 20170303	1016199	Gephyrocapsa	https://www.dyntaxa.se/taxon/info/1016199
Gephyrocapsa oceanica	Species	Kamtner	Gephyrocapsa	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Gephyrocapsa oceanica	Artsnavnebase 20170303	263247	Gephyrocapsa oceanica	https://www.dyntaxa.se/taxon/info/263247
Ponthosphaera	Genus		Noëlaerhabdaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Ponthosphaera	Artsnavnebase 20170303			
Phaeocystales	Order	L.K.Medlin	Coccolithophyceae	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales	Artsnavnebase 20170303	3000559	Phaeocystales	https://www.dyntaxa.se/taxon/info/3000559
Phaeocystaceae	Family	Lagerh.	Phaeocystales	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae	Artsnavnebase 20170303	2003124	Phaeocystaceae	https://www.dyntaxa.se/taxon/info/2003124
Phaeocystis	Genus	Lagerheim	Phaeocystaceae	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis	Artsnavnebase 20170303	1010305	Phaeocystis	https://www.dyntaxa.se/taxon/info/1010305
Phaeocystis amoeboidea	Species	Büttner, 1911	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis amoeboidea	Artsnavnebase 20170303	237015	Phaeocystis amoeboidea	https://www.dyntaxa.se/taxon/info/237015
Phaeocystis antarctica	Species		Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis antarctica	Artsnavnebase 20170303	237020	Phaeocystis antarctica	https://www.dyntaxa.se/taxon/info/237020
Phaeocystis cordata	Species		Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis cordata	Artsnavnebase 20170303	237021	Phaeocystis cordata	https://www.dyntaxa.se/taxon/info/237021
Phaeocystis globosa	Species	Scherffel	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis globosa	Artsnavnebase 20170303	237016	Phaeocystis globosa	https://www.dyntaxa.se/taxon/info/237016
Phaeocystis jahnii	Species		Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis jahnii	Artsnavnebase 20170303	237022	Phaeocystis jahnii	https://www.dyntaxa.se/taxon/info/237022
Phaeocystis pouchetii	Species	(Hariot)  Lagerheim	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis pouchetii	Artsnavnebase 20170303	237017	Phaeocystis pouchetii	https://www.dyntaxa.se/taxon/info/237017
Phaeocystis scrobiculata	Species	Moestrup, 1979	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis scrobiculata	Artsnavnebase 20170303	237018	Phaeocystis scrobiculata	https://www.dyntaxa.se/taxon/info/237018
Phaeocystis sphaeroides	Species	Büttner, 1911	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis sphaeroides	Artsnavnebase 20170303	237019	Phaeocystis sphaeroides	https://www.dyntaxa.se/taxon/info/237019
Prymnesiales	Order	Papenfuss	Coccolithophyceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales	Artsnavnebase 20170303	3000557	Prymnesiales	https://www.dyntaxa.se/taxon/info/3000557
Braarudosphaeraceae	Family	Deflandre	Prymnesiales	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae	Artsnavnebase 20170303	2003120	Braarudosphaeraceae	https://www.dyntaxa.se/taxon/info/2003120
Braarudosphaera	Genus	Deflandre	Braarudosphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Braarudosphaera	Artsnavnebase 20170303	1010297	Braarudosphaera	https://www.dyntaxa.se/taxon/info/1010297
Braarudosphaera bigelowii	Species	(Gran & Braarud) Deflandre	Braarudosphaera	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Braarudosphaera bigelowii	Artsnavnebase 20170303	236964	Braarudosphaera bigelowii	https://www.dyntaxa.se/taxon/info/236964
Chrysochromulina	Genus	Lackey emend. Eikrem & Edvardsen	Braarudosphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina	Artsnavnebase 20170303	1010298	Chrysochromulina	https://www.dyntaxa.se/taxon/info/1010298
Chrysochromulina acantha	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina acantha	Artsnavnebase 20170303	236965	Chrysochromulina acantha	https://www.dyntaxa.se/taxon/info/236965
Chrysochromulina adriatica	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina adriatica	Artsnavnebase 20170303	236966	Chrysochromulina adriatica	https://www.dyntaxa.se/taxon/info/236966
Chrysochromulina ahrengotii	Species	Jensen & Moestrup	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina ahrengotii	Artsnavnebase 20170303	236967	Chrysochromulina ahrengotii	https://www.dyntaxa.se/taxon/info/236967
Chrysochromulina alifera	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina alifera	Artsnavnebase 20170303	236968	Chrysochromulina alifera	https://www.dyntaxa.se/taxon/info/236968
Chrysochromulina apheles	Species	Moestrup & Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina apheles	Artsnavnebase 20170303	236969	Chrysochromulina apheles	https://www.dyntaxa.se/taxon/info/236969
Chrysochromulina bergenensis	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina bergenensis	Artsnavnebase 20170303	236970	Chrysochromulina bergenensis	https://www.dyntaxa.se/taxon/info/236970
Chrysochromulina birgeri	Species	G. Hällfors & Niemi	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina birgeri	Artsnavnebase 20170303	236971	Chrysochromulina birgeri	https://www.dyntaxa.se/taxon/info/236971
Chrysochromulina brachycylindra	Species	G. Hällfors & Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina brachycylindra	Artsnavnebase 20170303	236972	Chrysochromulina brachycylindra	https://www.dyntaxa.se/taxon/info/236972
Chrysochromulina brevifilum	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina brevifilum	Artsnavnebase 20170303	236973	Chrysochromulina brevifilum	https://www.dyntaxa.se/taxon/info/236973
Chrysochromulina breviturrita	Species	Nicholls	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina breviturrita	Artsnavnebase 20170303	263178	Chrysochromulina breviturrita	https://www.dyntaxa.se/taxon/info/263178
Chrysochromulina camella	Species	Leadbeater & Manton 1969	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina camella	Artsnavnebase 20170303			
Chrysochromulina campanulifera	Species	Manton & Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina campanulifera	Artsnavnebase 20170303	236974	Chrysochromulina campanulifera	https://www.dyntaxa.se/taxon/info/236974
Chrysochromulina chiton	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina chiton	Artsnavnebase 20170303	236975	Chrysochromulina chiton	https://www.dyntaxa.se/taxon/info/236975
Chrysochromulina cyathophora	Species	Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina cyathophora	Artsnavnebase 20170303	236976	Chrysochromulina cyathophora	https://www.dyntaxa.se/taxon/info/236976
Chrysochromulina cyatophora	Species		Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina cyatophora	Artsnavnebase 20170303	236977	Chrysochromulina cyatophora	https://www.dyntaxa.se/taxon/info/236977
Chrysochromulina cymbium	Species	Leadbeater & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina cymbium	Artsnavnebase 20170303	236978	Chrysochromulina cymbium	https://www.dyntaxa.se/taxon/info/236978
Chrysochromulina elegans	Species	Estep	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina elegans	Artsnavnebase 20170303	236979	Chrysochromulina elegans	https://www.dyntaxa.se/taxon/info/236979
Chrysochromulina ephippium	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina ephippium	Artsnavnebase 20170303	236980	Chrysochromulina ephippium	https://www.dyntaxa.se/taxon/info/236980
Chrysochromulina ericina	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina ericina	Artsnavnebase 20170303	236981	Chrysochromulina ericina	https://www.dyntaxa.se/taxon/info/236981
Chrysochromulina fragaria	Species	Eikrem & Edvardsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina fragaria	Artsnavnebase 20170303	236982	Chrysochromulina fragaria	https://www.dyntaxa.se/taxon/info/236982
Chrysochromulina fragilis	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina fragilis	Artsnavnebase 20170303	236983	Chrysochromulina fragilis	https://www.dyntaxa.se/taxon/info/236983
Chrysochromulina herdlensis	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina herdlensis	Artsnavnebase 20170303	236984	Chrysochromulina herdlensis	https://www.dyntaxa.se/taxon/info/236984
Chrysochromulina hirta	Species	Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina hirta	Artsnavnebase 20170303	236985	Chrysochromulina hirta	https://www.dyntaxa.se/taxon/info/236985
Chrysochromulina inornamenta	Species	Wujek & Gardiner	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina inornamenta	Artsnavnebase 20170303	263179	Chrysochromulina inornamenta	https://www.dyntaxa.se/taxon/info/263179
Chrysochromulina kappa	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina kappa	Artsnavnebase 20170303	236986	Chrysochromulina kappa	https://www.dyntaxa.se/taxon/info/236986
Chrysochromulina lanceolata	Species	Chrétiennot-Din&, Nezan & Puigserver	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina lanceolata	Artsnavnebase 20170303	263180	Chrysochromulina lanceolata	https://www.dyntaxa.se/taxon/info/263180
Chrysochromulina laurentiana	Species	Kling	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina laurentiana	Artsnavnebase 20170303	263181	Chrysochromulina laurentiana	https://www.dyntaxa.se/taxon/info/263181
Chrysochromulina leadbeateri	Species	Estep, Davis, Hargraves & Sieburth	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina leadbeateri	Artsnavnebase 20170303	236987	Chrysochromulina leadbeateri	https://www.dyntaxa.se/taxon/info/236987
Chrysochromulina limonia	Species	Jensen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina limonia	Artsnavnebase 20170303	236988	Chrysochromulina limonia	https://www.dyntaxa.se/taxon/info/236988
Chrysochromulina mactra	Species	Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina mactra	Artsnavnebase 20170303	236989	Chrysochromulina mactra	https://www.dyntaxa.se/taxon/info/236989
Chrysochromulina mantoniae	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina mantoniae	Artsnavnebase 20170303	236990	Chrysochromulina mantoniae	https://www.dyntaxa.se/taxon/info/236990
Chrysochromulina megacylindra	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina megacylindra	Artsnavnebase 20170303	236991	Chrysochromulina megacylindra	https://www.dyntaxa.se/taxon/info/236991
Chrysochromulina microcylindra	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina microcylindra	Artsnavnebase 20170303	236992	Chrysochromulina microcylindra	https://www.dyntaxa.se/taxon/info/236992
Chrysochromulina minor	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina minor	Artsnavnebase 20170303	236993	Chrysochromulina minor	https://www.dyntaxa.se/taxon/info/236993
Chrysochromulina parkeae	Species	Green & Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina parkeae	Artsnavnebase 20170303	236994	Chrysochromulina parkeae	https://www.dyntaxa.se/taxon/info/236994
Chrysochromulina parva	Species	Lackey	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina parva	Artsnavnebase 20170303	257769	Chrysochromulina parva	https://www.dyntaxa.se/taxon/info/257769
Chrysochromulina planisquama	Species	Hu, Yin & Tseng	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina planisquama	Artsnavnebase 20170303	263182	Chrysochromulina planisquama	https://www.dyntaxa.se/taxon/info/263182
Chrysochromulina pringsheimii	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina pringsheimii	Artsnavnebase 20170303	236996	Chrysochromulina pringsheimii	https://www.dyntaxa.se/taxon/info/236996
Chrysochromulina pseudolanceolata	Species	Chrétiennot-Din& & Puigserver	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina pseudolanceolata	Artsnavnebase 20170303	263183	Chrysochromulina pseudolanceolata	https://www.dyntaxa.se/taxon/info/263183
Chrysochromulina pyramidosa	Species	Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina pyramidosa	Artsnavnebase 20170303	236997	Chrysochromulina pyramidosa	https://www.dyntaxa.se/taxon/info/236997
Chrysochromulina quadrikonta	Species	Kawachi & Inouye	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina quadrikonta	Artsnavnebase 20170303	236998	Chrysochromulina quadrikonta	https://www.dyntaxa.se/taxon/info/236998
Chrysochromulina rotalis	Species	Eikrem & Throndsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina rotalis	Artsnavnebase 20170303	236999	Chrysochromulina rotalis	https://www.dyntaxa.se/taxon/info/236999
Chrysochromulina scutellum	Species	Eikrem & Moestrup	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina scutellum	Artsnavnebase 20170303	237000	Chrysochromulina scutellum	https://www.dyntaxa.se/taxon/info/237000
Chrysochromulina simplex	Species	Estep, Davis, Hargraves & Sieburth	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina simplex	Artsnavnebase 20170303	237001	Chrysochromulina simplex	https://www.dyntaxa.se/taxon/info/237001
Chrysochromulina spinifera	Species	(Fournier) Pienaar & Norris	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina spinifera	Artsnavnebase 20170303	237002	Chrysochromulina spinifera	https://www.dyntaxa.se/taxon/info/237002
Chrysochromulina strobilus	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina strobilus	Artsnavnebase 20170303	237003	Chrysochromulina strobilus	https://www.dyntaxa.se/taxon/info/237003
Chrysochromulina tenuispina	Species	Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina tenuispina	Artsnavnebase 20170303	237004	Chrysochromulina tenuispina	https://www.dyntaxa.se/taxon/info/237004
Chrysochromulina throndsenii	Species	Eikrem	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina throndsenii	Artsnavnebase 20170303	237005	Chrysochromulina throndsenii	https://www.dyntaxa.se/taxon/info/237005
Prymnesiaceae	Family	Conrad ex O.C.Schmidt emend. Edvardsen, Eikrem & Medlin	Prymnesiales	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae	Artsnavnebase 20170303	2003121	Prymnesiaceae	https://www.dyntaxa.se/taxon/info/2003121
Chrysocampanula	Genus		Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Chrysocampanula	Artsnavnebase 20170303			
Corymbellus	Genus	J. C. Green	Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Corymbellus	Artsnavnebase 20170303	1010301	Corymbellus	https://www.dyntaxa.se/taxon/info/1010301
Corymbellus aureus	Species	Green	Corymbellus	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Corymbellus aureus	Artsnavnebase 20170303	237010	Corymbellus aureus	https://www.dyntaxa.se/taxon/info/237010
Haptolina	Genus		Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Haptolina	Artsnavnebase 20170303			
Imantonia	Genus	Reynolds	Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Imantonia	Artsnavnebase 20170303	1010300	Imantonia	https://www.dyntaxa.se/taxon/info/1010300
Imantonia rotunda	Species	Reynolds emend. Green & Pienaar	Imantonia	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Imantonia rotunda	Artsnavnebase 20170303	237009	Imantonia rotunda	https://www.dyntaxa.se/taxon/info/237009
