kingdom	phylum	class_name	order	family	genus	species	subspecies	variety	forma	author	status	status-2	nomac_scientific_name	nomac_rank	nomac_parent	nomac_classification
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium					Nägeli	Gyldig	Ingen_bistatus	Dictyosphaerium	Genus	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Actinastrum					Lagerheim	Gyldig	Ingen_bistatus	Actinastrum	Genus	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella					Beij.	Gyldig	Ingen_bistatus	Chlorella	Genus	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Choricystis					(Skuja) Fott	Gyldig	Ingen_bistatus	Choricystis	Genus	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Closteriopsis					Lemmerm.	Gyldig	Ingen_bistatus	Closteriopsis	Genus	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Closteriopsis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Raphidonema					Lagerheim	Gyldig	Ingen_bistatus	Raphidonema	Genus	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Raphidonema
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Catena					Chodat	Gyldig	Ingen_bistatus	Catena	Genus	Chlorellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Catena
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Catena	viridis				R. Chodat, 1900	Gyldig	Ingen_bistatus	Catena viridis	Species	Catena	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Catena viridis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Raphidonema	cryophilum				Chodat, 1925	Gyldig	Ingen_bistatus	Raphidonema cryophilum	Species	Raphidonema	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Raphidonema cryophilum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Closteriopsis	longissima				(Lemmermann) Lemmermann, 1899	Gyldig	Ingen_bistatus	Closteriopsis longissima	Species	Closteriopsis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Closteriopsis longissima
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Closteriopsis	acicularis				(G.M.Smith) Belcher & Swale	Gyldig	Ingen_bistatus	Closteriopsis acicularis	Species	Closteriopsis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Closteriopsis acicularis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Choricystis	chodatii				(Jaag) Fott	Gyldig	Ingen_bistatus	Choricystis chodatii	Species	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis chodatii
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Choricystis	coccoides				(Rodhe & Skuja) Fott	Gyldig	Ingen_bistatus	Choricystis coccoides	Species	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis coccoides
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Choricystis	hindaki				Tell	Gyldig	Ingen_bistatus	Choricystis hindaki	Species	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis hindaki
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Choricystis	minor				(Skuja) Fott	Gyldig	Ingen_bistatus	Choricystis minor	Species	Choricystis	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Choricystis minor
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	marina				Butcher	Gyldig	Ingen_bistatus	Chlorella marina	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella marina
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	ovalis				Butcher	Gyldig	Ingen_bistatus	Chlorella ovalis	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella ovalis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	salina				Butcher	Gyldig	Ingen_bistatus	Chlorella salina	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella salina
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	spaerckii				Ålvik	Gyldig	Ingen_bistatus	Chlorella spaerckii	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella spaerckii
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	stigmatophora				Butcher	Gyldig	Ingen_bistatus	Chlorella stigmatophora	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella stigmatophora
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	ellipsoidea				Gerneck	Gyldig	Ingen_bistatus	Chlorella ellipsoidea	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella ellipsoidea
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	protothecoides				W.Krüger	Gyldig	Ingen_bistatus	Chlorella protothecoides	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella protothecoides
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	saccharophila				(W.Krüger) Mig.	Gyldig	Ingen_bistatus	Chlorella saccharophila	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella saccharophila
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	vulgaris				Beij.	Gyldig	Ingen_bistatus	Chlorella vulgaris	Species	Chlorella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Chlorella vulgaris
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Actinastrum	hantzschii				Lagerheim	Gyldig	Ingen_bistatus	Actinastrum hantzschii	Species	Actinastrum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum hantzschii
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Actinastrum	aciculare				Playfair	Gyldig	Ingen_bistatus	Actinastrum aciculare	Species	Actinastrum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum aciculare
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Actinastrum	fluviatile				(Schröder) Fott	Gyldig	Ingen_bistatus	Actinastrum fluviatile	Species	Actinastrum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Actinastrum fluviatile
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	botrytella				Komárek & Perman	Gyldig	Ingen_bistatus	Dictyosphaerium botrytella	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium botrytella
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	ehrenbergianum				Nägeli	Gyldig	Ingen_bistatus	Dictyosphaerium ehrenbergianum	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium ehrenbergianum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	pulchellum				H.C. Wood	Gyldig	Ingen_bistatus	Dictyosphaerium pulchellum	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium pulchellum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	subsolitarium				Van Goor	Gyldig	Ingen_bistatus	Dictyosphaerium subsolitarium	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium subsolitarium
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	tetrachotomum				Printz	Gyldig	Ingen_bistatus	Dictyosphaerium tetrachotomum	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium tetrachotomum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	anomalum				Korshikov	Gyldig	Ingen_bistatus	Dictyosphaerium anomalum	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium anomalum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	elegans				H. Bachm., 1913	Gyldig	Ingen_bistatus	Dictyosphaerium elegans	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium elegans
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	elongatum				Hindák	Gyldig	Ingen_bistatus	Dictyosphaerium elongatum	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium elongatum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	primarium				Skuja	Gyldig	Ingen_bistatus	Dictyosphaerium primarium	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium primarium
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	sphagnale				Hindák	Gyldig	Ingen_bistatus	Dictyosphaerium sphagnale	Species	Dictyosphaerium	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium sphagnale
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	tetrachotomum		minutum		Komárek	Gyldig	Ingen_bistatus	Dictyosphaerium tetrachotomum var. minutum	Variety	tetrachotomum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium tetrachotomum var. minutum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	pulchellum		minutum		Deflandre	Gyldig	Ingen_bistatus	Dictyosphaerium pulchellum var. minutum	Variety	pulchellum	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Chlorellaceae - Dictyosphaerium pulchellum var. minutum
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella					Hindák	Gyldig	Ingen_bistatus	Koliella	Genus	Koliellaceae	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Koliellaceae - Koliella
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella	longiseta				(Vischer) Hindák	Gyldig	Ingen_bistatus	Koliella longiseta	Species	Koliella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Koliellaceae - Koliella longiseta
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella	elongata				Nygaard	Gyldig	Ingen_bistatus	Koliella elongata	Species	Koliella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Koliellaceae - Koliella elongata
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella	setiformis				(Nygaard) Nygaard, 1979	Gyldig	Ingen_bistatus	Koliella setiformis	Species	Koliella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Koliellaceae - Koliella setiformis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella	spiculiformis				(Vischer) Hindák, 1963	Gyldig	Ingen_bistatus	Koliella spiculiformis	Species	Koliella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Koliellaceae - Koliella spiculiformis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella	spiralis				Kuosa, 1988	Gyldig	Ingen_bistatus	Koliella spiralis	Species	Koliella	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Koliellaceae - Koliella spiralis
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella	longiseta			longiseta		Gyldig	Ingen_bistatus	Koliella longiseta f. longiseta	Forma	longiseta	Plantae - Chlorophyta - Trebouxiophyceae - Chlorellales - Koliellaceae - Koliella longiseta f. longiseta
Plantae	Chlorophyta	Prasinophyceae	Not_assigned_4507								Gyldig	Ingen_bistatus	Not_assigned_4507	Order	Prasinophyceae	Plantae - Chlorophyta - Prasinophyceae - Not_assigned_4507
Plantae	Chlorophyta	Prasinophyceae	Pseudoscourfieldiales							Melkonian	Gyldig	Ingen_bistatus	Pseudoscourfieldiales	Order	Prasinophyceae	Plantae - Chlorophyta - Prasinophyceae - Pseudoscourfieldiales
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales							Chadef.	Gyldig	Ingen_bistatus	Pyramimonadales	Order	Prasinophyceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae						Korshikov	Gyldig	Ingen_bistatus	Pyramimonadaceae	Family	Pyramimonadales	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Platymonadaceae							Gyldig	Ingen_bistatus	Platymonadaceae	Family	Pyramimonadales	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Platymonadaceae
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Polyblepharidaceae						P.A.Dang.	Gyldig	Ingen_bistatus	Polyblepharidaceae	Family	Pyramimonadales	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Polyblepharidaceae	Gyromitus					Skuja	Gyldig	Ingen_bistatus	Gyromitus	Genus	Polyblepharidaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae - Gyromitus
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Polyblepharidaceae	Gyromitus	cordiformis				Skuja	Gyldig	Ingen_bistatus	Gyromitus cordiformis	Species	Gyromitus	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae - Gyromitus cordiformis
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Polyblepharidaceae	Gyromitus	disomatus				Skuja	Gyldig	Ingen_bistatus	Gyromitus disomatus	Species	Gyromitus	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Polyblepharidaceae - Gyromitus disomatus
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Platymonadaceae	Platymonas						Gyldig	Ingen_bistatus	Platymonas	Genus	Platymonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Platymonadaceae - Platymonas
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Platymonadaceae	Platymonas	cordiformis					Gyldig	Ingen_bistatus	Platymonas cordiformis	Species	Platymonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Platymonadaceae - Platymonas cordiformis
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Cymbomonas					J. Schiller	Gyldig	Ingen_bistatus	Cymbomonas	Genus	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Cymbomonas
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Halosphaera					F.Schmitz	Gyldig	Ingen_bistatus	Halosphaera	Genus	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Halosphaera
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma					C.H.G.Pouchet	Gyldig	Ingen_bistatus	Pterosperma	Genus	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas					Schmarda	Gyldig	Ingen_bistatus	Pyramimonas	Genus	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Tasmanites					E.T.Newton	Gyldig	Ingen_bistatus	Tasmanites	Genus	Pyramimonadaceae	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Tasmanites
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Tasmanites	marshalliae				(M. Parke) G.T. Boalch & D. Guy-Ohlson 1992	Gyldig	Ingen_bistatus	Tasmanites marshalliae	Species	Tasmanites	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Tasmanites marshalliae
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	cirolanae				N.C. Pennick	Gyldig	Ingen_bistatus	Pyramimonas cirolanae	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas cirolanae
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	disomata				Butcher ex McFadden, D.R.A. Hill & Wetherbee	Gyldig	Ingen_bistatus	Pyramimonas disomata	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas disomata
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	grossii				Parke	Gyldig	Ingen_bistatus	Pyramimonas grossii	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas grossii
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	marina				(Wulff) Verschaffelt	Gyldig	Ingen_bistatus	Pyramimonas marina	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas marina
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	orientalis				Butcher ex McFadden, Hill & Wetherbee	Gyldig	Ingen_bistatus	Pyramimonas orientalis	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas orientalis
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	plurioculata				Butcher	Gyldig	Ingen_bistatus	Pyramimonas plurioculata	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas plurioculata
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	propulsa				Moestrup & Hill	Gyldig	Ingen_bistatus	Pyramimonas propulsa	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas propulsa
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	cordata				McFadden in McFadden, Hill & Wetherbee, 1986	Gyldig	Ingen_bistatus	Pyramimonas cordata	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas cordata
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	gelidicola				McFadden, Moestrup & Wetherbee, 1982 aff.	Gyldig	Ingen_bistatus	Pyramimonas gelidicola	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas gelidicola
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	longicauda				Van Meel, 1969 emend. Inouye, Hori & Chihara, 1984	Gyldig	Ingen_bistatus	Pyramimonas longicauda	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas longicauda
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	mantoniae				Moestrup & Hill, 1993	Gyldig	Ingen_bistatus	Pyramimonas mantoniae	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas mantoniae
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	nansenii				Braarud, 1935 emend. Thomsen, 1988	Gyldig	Ingen_bistatus	Pyramimonas nansenii	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas nansenii
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	norrisii				Sym & Pienaar, 1991	Gyldig	Ingen_bistatus	Pyramimonas norrisii	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas norrisii
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	obovata				N. Carter, 1937	Gyldig	Ingen_bistatus	Pyramimonas obovata	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas obovata
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	octopus				Moestrup & Aa. Kristiansen in Moestrup, Hori & Kristiansen, 1987	Gyldig	Ingen_bistatus	Pyramimonas octopus	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas octopus
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	pseudoparkeae				Pienaar & Aken, 1985 aff.	Gyldig	Ingen_bistatus	Pyramimonas pseudoparkeae	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas pseudoparkeae
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	virginica				Pennick, 1977	Gyldig	Ingen_bistatus	Pyramimonas virginica	Species	Pyramimonas	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pyramimonas virginica
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	citriforme				Parke	Gyldig	Ingen_bistatus	Pterosperma citriforme	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma citriforme
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	cristatum				Schiller	Gyldig	Ingen_bistatus	Pterosperma cristatum	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma cristatum
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	cuboides				Gaarder	Gyldig	Ingen_bistatus	Pterosperma cuboides	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma cuboides
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	dictyon				(Jørgensen) Ostenfeld	Gyldig	Ingen_bistatus	Pterosperma dictyon	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma dictyon
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	eurypteron				Parke	Gyldig	Ingen_bistatus	Pterosperma eurypteron	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma eurypteron
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	marginatum				Gaarder	Gyldig	Ingen_bistatus	Pterosperma marginatum	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma marginatum
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	moebii				(Jørgensen) Ostenfeld	Gyldig	Ingen_bistatus	Pterosperma moebii	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma moebii
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	ornatum				Schiller	Gyldig	Ingen_bistatus	Pterosperma ornatum	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma ornatum
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	parellelum				Gaarder	Gyldig	Ingen_bistatus	Pterosperma parellelum	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma parellelum
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	polygonum				Ostenfeld	Gyldig	Ingen_bistatus	Pterosperma polygonum	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma polygonum
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	porosum				Parke	Gyldig	Ingen_bistatus	Pterosperma porosum	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma porosum
Plantae	Chlorophyta	Prasinophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	rotondum				Pouchet	Gyldig	Ingen_bistatus	Pterosperma rotondum	Species	Pterosperma	Plantae - Chlorophyta - Prasinophyceae - Pyramimonadales - Pyramimonadaceae - Pterosperma rotondum
