scientific_name	rank	author	parent	classification	source
Umbellosphaera tenuis	Species	(Kamptner) Paasche	Umbellosphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Incertae sedis - Umbellosphaera tenuis	Artsnavnebase 20170303
Papposphaeraceae	Family	R.W.Jordan & J.R.Young	Incertae sedis	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae	Artsnavnebase 20170303
Pappomonas	Genus	Manton & Oates	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas	Artsnavnebase 20170303
Pappomonas flabellifera	Species		Pappomonas	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas flabellifera	Artsnavnebase 20170303
Pappomonas flabellifera var. borealis	Variety	Manton et al.	flabellifera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas flabellifera var. borealis	Artsnavnebase 20170303
Pappomonas flabellifera var. flabellifera	Variety	Manton & Oates	flabellifera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas flabellifera var. flabellifera	Artsnavnebase 20170303
Pappomonas virgulosa	Species	Manton & Sutherland	Pappomonas	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Pappomonas virgulosa	Artsnavnebase 20170303
Papposphaera	Genus	K. Tangen	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera	Artsnavnebase 20170303
Papposphaera arctica	Species	(Manton et al.) Thomsen et al.	Papposphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera arctica	Artsnavnebase 20170303
Papposphaera borealis	Species	(Manton et al.) Thomsen et al.	Papposphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera borealis	Artsnavnebase 20170303
Papposphaera lepida	Species	Tangen	Papposphaera	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Papposphaera lepida	Artsnavnebase 20170303
Trigonaspis	Genus	H.A. Thomsen	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Trigonaspis	Artsnavnebase 20170303
Trigonaspis diskoensis	Species	Thomsen	Trigonaspis	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Trigonaspis diskoensis	Artsnavnebase 20170303
Trigonaspis minutissima	Species	Thomsen	Trigonaspis	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Trigonaspis minutissima	Artsnavnebase 20170303
Wigwamma	Genus	I. Manton, J. Sutherland & K. Oates	Papposphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Wigwamma	Artsnavnebase 20170303
Wigwamma arctica	Species	Manton et al.	Wigwamma	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Wigwamma arctica	Artsnavnebase 20170303
Wigwamma scenozonion	Species	Thomsen	Wigwamma	Chromista - Haptophyta - Coccolithophyceae - Incertae sedis - Papposphaeraceae - Wigwamma scenozonion	Artsnavnebase 20170303
Isochrysidales	Order	Pascher emend. Edvardsen & Eikrem	Coccolithophyceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales	Artsnavnebase 20170303
Isochrysidaceae	Family	Bourrelly emend. Edvardsen & Eikrem	Isochrysidales	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae	Artsnavnebase 20170303
Dicrateria	Genus	Parke	Isochrysidaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Dicrateria	Artsnavnebase 20170303
Dicrateria gilva	Species	Parke	Dicrateria	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Dicrateria gilva	Artsnavnebase 20170303
Dicrateria inornata	Species	Parke emend. Green & Pienaar	Dicrateria	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Dicrateria inornata	Artsnavnebase 20170303
Isochrysis	Genus	Parke	Isochrysidaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Isochrysis	Artsnavnebase 20170303
Isochrysis galbana	Species	Parke emend. Green & Pienaar	Isochrysis	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Isochrysis galbana	Artsnavnebase 20170303
Isochrysis litoralis	Species	Billard & Gayral	Isochrysis	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Isochrysidaceae - Isochrysis litoralis	Artsnavnebase 20170303
Noëlaerhabdaceae	Family	Jerkovic	Isochrysidales	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae	Artsnavnebase 20170303
Emiliania	Genus	W.W. Hay & Mohler	Noëlaerhabdaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Emiliania	Artsnavnebase 20170303
Emiliania huxleyi	Species	(Lohmann) Hay & Mohler	Emiliania	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Emiliania huxleyi	Artsnavnebase 20170303
Gephyrocapsa	Genus	Kamptner	Noëlaerhabdaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Gephyrocapsa	Artsnavnebase 20170303
Gephyrocapsa oceanica	Species	Kamtner	Gephyrocapsa	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Gephyrocapsa oceanica	Artsnavnebase 20170303
Ponthosphaera	Genus		Noëlaerhabdaceae	Chromista - Haptophyta - Coccolithophyceae - Isochrysidales - Noëlaerhabdaceae - Ponthosphaera	Artsnavnebase 20170303
Phaeocystales	Order	L.K.Medlin	Coccolithophyceae	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales	Artsnavnebase 20170303
Phaeocystaceae	Family	Lagerh.	Phaeocystales	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae	Artsnavnebase 20170303
Phaeocystis	Genus	Lagerheim	Phaeocystaceae	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis	Artsnavnebase 20170303
Phaeocystis amoeboidea	Species	Büttner, 1911	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis amoeboidea	Artsnavnebase 20170303
Phaeocystis antarctica	Species		Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis antarctica	Artsnavnebase 20170303
Phaeocystis cordata	Species		Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis cordata	Artsnavnebase 20170303
Phaeocystis globosa	Species	Scherffel	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis globosa	Artsnavnebase 20170303
Phaeocystis jahnii	Species		Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis jahnii	Artsnavnebase 20170303
Phaeocystis pouchetii	Species	(Hariot)  Lagerheim	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis pouchetii	Artsnavnebase 20170303
Phaeocystis scrobiculata	Species	Moestrup, 1979	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis scrobiculata	Artsnavnebase 20170303
Phaeocystis sphaeroides	Species	Büttner, 1911	Phaeocystis	Chromista - Haptophyta - Coccolithophyceae - Phaeocystales - Phaeocystaceae - Phaeocystis sphaeroides	Artsnavnebase 20170303
Prymnesiales	Order	Papenfuss	Coccolithophyceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales	Artsnavnebase 20170303
Braarudosphaeraceae	Family	Deflandre	Prymnesiales	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae	Artsnavnebase 20170303
Braarudosphaera	Genus	Deflandre	Braarudosphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Braarudosphaera	Artsnavnebase 20170303
Braarudosphaera bigelowii	Species	(Gran & Braarud) Deflandre	Braarudosphaera	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Braarudosphaera bigelowii	Artsnavnebase 20170303
Chrysochromulina	Genus	Lackey emend. Eikrem & Edvardsen	Braarudosphaeraceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina	Artsnavnebase 20170303
Chrysochromulina acantha	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina acantha	Artsnavnebase 20170303
Chrysochromulina adriatica	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina adriatica	Artsnavnebase 20170303
Chrysochromulina ahrengotii	Species	Jensen & Moestrup	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina ahrengotii	Artsnavnebase 20170303
Chrysochromulina alifera	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina alifera	Artsnavnebase 20170303
Chrysochromulina apheles	Species	Moestrup & Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina apheles	Artsnavnebase 20170303
Chrysochromulina bergenensis	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina bergenensis	Artsnavnebase 20170303
Chrysochromulina birgeri	Species	G. Hällfors & Niemi	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina birgeri	Artsnavnebase 20170303
Chrysochromulina brachycylindra	Species	G. Hällfors & Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina brachycylindra	Artsnavnebase 20170303
Chrysochromulina brevifilum	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina brevifilum	Artsnavnebase 20170303
Chrysochromulina breviturrita	Species	Nicholls	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina breviturrita	Artsnavnebase 20170303
Chrysochromulina camella	Species	Leadbeater & Manton 1969	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina camella	Artsnavnebase 20170303
Chrysochromulina campanulifera	Species	Manton & Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina campanulifera	Artsnavnebase 20170303
Chrysochromulina chiton	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina chiton	Artsnavnebase 20170303
Chrysochromulina cyathophora	Species	Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina cyathophora	Artsnavnebase 20170303
Chrysochromulina cyatophora	Species		Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina cyatophora	Artsnavnebase 20170303
Chrysochromulina cymbium	Species	Leadbeater & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina cymbium	Artsnavnebase 20170303
Chrysochromulina elegans	Species	Estep	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina elegans	Artsnavnebase 20170303
Chrysochromulina ephippium	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina ephippium	Artsnavnebase 20170303
Chrysochromulina ericina	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina ericina	Artsnavnebase 20170303
Chrysochromulina fragaria	Species	Eikrem & Edvardsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina fragaria	Artsnavnebase 20170303
Chrysochromulina fragilis	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina fragilis	Artsnavnebase 20170303
Chrysochromulina herdlensis	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina herdlensis	Artsnavnebase 20170303
Chrysochromulina hirta	Species	Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina hirta	Artsnavnebase 20170303
Chrysochromulina inornamenta	Species	Wujek & Gardiner	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina inornamenta	Artsnavnebase 20170303
Chrysochromulina kappa	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina kappa	Artsnavnebase 20170303
Chrysochromulina lanceolata	Species	Chrétiennot-Din&, Nezan & Puigserver	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina lanceolata	Artsnavnebase 20170303
Chrysochromulina laurentiana	Species	Kling	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina laurentiana	Artsnavnebase 20170303
Chrysochromulina leadbeateri	Species	Estep, Davis, Hargraves & Sieburth	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina leadbeateri	Artsnavnebase 20170303
Chrysochromulina limonia	Species	Jensen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina limonia	Artsnavnebase 20170303
Chrysochromulina mactra	Species	Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina mactra	Artsnavnebase 20170303
Chrysochromulina mantoniae	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina mantoniae	Artsnavnebase 20170303
Chrysochromulina megacylindra	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina megacylindra	Artsnavnebase 20170303
Chrysochromulina microcylindra	Species	Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina microcylindra	Artsnavnebase 20170303
Chrysochromulina minor	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina minor	Artsnavnebase 20170303
Chrysochromulina parkeae	Species	Green & Leadbeater	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina parkeae	Artsnavnebase 20170303
Chrysochromulina parva	Species	Lackey	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina parva	Artsnavnebase 20170303
Chrysochromulina planisquama	Species	Hu, Yin & Tseng	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina planisquama	Artsnavnebase 20170303
Chrysochromulina pringsheimii	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina pringsheimii	Artsnavnebase 20170303
Chrysochromulina pseudolanceolata	Species	Chrétiennot-Din& & Puigserver	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina pseudolanceolata	Artsnavnebase 20170303
Chrysochromulina pyramidosa	Species	Thomsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina pyramidosa	Artsnavnebase 20170303
Chrysochromulina quadrikonta	Species	Kawachi & Inouye	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina quadrikonta	Artsnavnebase 20170303
Chrysochromulina rotalis	Species	Eikrem & Throndsen	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina rotalis	Artsnavnebase 20170303
Chrysochromulina scutellum	Species	Eikrem & Moestrup	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina scutellum	Artsnavnebase 20170303
Chrysochromulina simplex	Species	Estep, Davis, Hargraves & Sieburth	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina simplex	Artsnavnebase 20170303
Chrysochromulina spinifera	Species	(Fournier) Pienaar & Norris	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina spinifera	Artsnavnebase 20170303
Chrysochromulina strobilus	Species	Parke & Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina strobilus	Artsnavnebase 20170303
Chrysochromulina tenuispina	Species	Manton	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina tenuispina	Artsnavnebase 20170303
Chrysochromulina throndsenii	Species	Eikrem	Chrysochromulina	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Braarudosphaeraceae - Chrysochromulina throndsenii	Artsnavnebase 20170303
Prymnesiaceae	Family	Conrad ex O.C.Schmidt emend. Edvardsen, Eikrem & Medlin	Prymnesiales	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae	Artsnavnebase 20170303
Chrysocampanula	Genus		Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Chrysocampanula	Artsnavnebase 20170303
Corymbellus	Genus	J. C. Green	Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Corymbellus	Artsnavnebase 20170303
Corymbellus aureus	Species	Green	Corymbellus	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Corymbellus aureus	Artsnavnebase 20170303
Haptolina	Genus		Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Haptolina	Artsnavnebase 20170303
Imantonia	Genus	Reynolds	Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Imantonia	Artsnavnebase 20170303
Imantonia rotunda	Species	Reynolds emend. Green & Pienaar	Imantonia	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Imantonia rotunda	Artsnavnebase 20170303
Platychrysis	Genus	Geitler	Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Platychrysis	Artsnavnebase 20170303
Platychrysis pienaarii	Species	Gayral & Fresnel	Platychrysis	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Platychrysis pienaarii	Artsnavnebase 20170303
Platychrysis pigra	Species	Geitler	Platychrysis	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Platychrysis pigra	Artsnavnebase 20170303
Prymnesium	Genus	Massart emend. Edvardsen, Eikrem & Probert	Prymnesiaceae	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Prymnesium	Artsnavnebase 20170303
Prymnesium annuliferum	Species	Billard	Prymnesium	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Prymnesium annuliferum	Artsnavnebase 20170303
Prymnesium calathiferum	Species	Chang & Ryan	Prymnesium	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Prymnesium calathiferum	Artsnavnebase 20170303
Prymnesium nemamethecum	Species	Pienaar & Birkhead	Prymnesium	Chromista - Haptophyta - Coccolithophyceae - Prymnesiales - Prymnesiaceae - Prymnesium nemamethecum	Artsnavnebase 20170303
